No Fee+Free Month! 1Br By Waterfront Manhattan Skyline Bonus For Tenant,1
Office,1
Heated Bathroom Floors,1
"Central A/C
 

Walk In Closet(S)",1
"Reduced Fee
 

Private Outdoor Space",1
"Renovated
 

Stainless Steel Appliances",1
Private Balcony; Pets Are Case By Case,1
5Th Floor Walk Up,1
Granite Counter,1
Great Area,1
Central A.C,1
Yard,1
"Laundry In Building
 

Heat/Hot Water Included",1
A/C,1
"Washer/Dryer In Unit
 

High Speed Internet",1
Stoarge Room,1
Bike Room!,1
"Outdoor Space
 

Brownstone",1
Outdoor Bike Rack,1
"Elevator
 

Laundry In Building",1
Dining,1
"2 Bedroom
 

Balcony",1
"On Site Super
 

Outdoor Space",1
And 6 Train Station   < 4 Minutes Walk,1
Steps To The E,1
"Marble Bath
 

Nursery",1
"Garage
 

High Ceilings",1
"Elevator
 

Loft",1
Shared Outdoor Space,1
Income Required  40X Rent,1
Post War Built In 2003,1
Mid Rise Building,1
Guarantors Allowed At 80X Rent,1
Kids Playroom,1
W/D In The Unit,1
Cats,1
Piano Room,1
Dogs,1
Pristine Brownstone With Beautiful Decorative Fireplace And Original Hardwood Floors,1
Renovated 1 Bedroom With Dishwasher Near Express Trains,1
Deli'S,1
Shops,1
Restaurants,1
Transit,1
Chefs Kitchen,1
Ideal For Roommates/ Bedrooms On Opposite Ends,1
Outdoor Space (Shared Garden),1
Brand New Apartment Building,1
2 Beds/2 Baths,1
"Laundry In Unit
 

High Speed Internet",1
